北京,129.0,-5.0
北京,148.0,-4.0
北京,159.0,-4.0
北京,181.0,-5.0
北京,138.0,-5.0
北京,109.0,-5.0
北京,105.0,-6.0
北京,124.0,-6.0
北京,120.0,-5.0
北京,132.0,-6.0
北京,140.0,-5.0
北京,152.0,-5.0
北京,148.0,-5.0
北京,164.0,-5.0
北京,158.0,-5.0
北京,154.0,-5.0
北京,159.0,-5.0
北京,164.0,-5.0
北京,170.0,-5.0
北京,149.0,-5.0
北京,154.0,-5.0
北京,164.0,-5.0
北京,156.0,-5.0
北京,126.0,-6.0
北京,90.0,-6.0
北京,63.0,-6.0
北京,65.0,-6.0
北京,55.0,-7.0
北京,65.0,-7.0
北京,83.0,-7.0
北京,91.0,-8.0
北京,86.0,-8.0
北京,82.0,-9.0
北京,86.0,-9.0
北京,78.0,-9.0
北京,98.0,-9.0
北京,107.0,-9.0
北京,90.0,-9.0
北京,96.0,-9.0
北京,95.0,-9.0
北京,86.0,-9.0
北京,70.0,-9.0
北京,61.0,-9.0
北京,53.0,-9.0
北京,71.0,-9.0
北京,72.0,-9.0
北京,76.0,-10.0
北京,73.0,-9.0
北京,79.0,-11.0
北京,58.0,-12.0
北京,25.0,-9.0
北京,26.0,-10.0
北京,28.0,-11.0
北京,26.0,-11.0
北京,20.0,-12.0
北京,29.0,-12.0
北京,26.0,-13.0
北京,27.0,-13.0
北京,27.0,-13.0
北京,25.0,-12.0
北京,29.0,-12.0
北京,32.0,-11.0
北京,28.0,-10.0
北京,29.0,-10.0
北京,30.0,-9.0
北京,30.0,-9.0
北京,28.0,-11.0
北京,26.0,-11.0
北京,31.0,-12.0
北京,33.0,-12.0
北京,29.0,-13.0
北京,31.0,-13.0
北京,30.0,-15.0
北京,34.0,-17.0
北京,27.0,-18.0
北京,25.0,-19.0
北京,28.0,-18.0
北京,28.0,-19.0
北京,27.0,-16.0
北京,27.0,-16.0
北京,27.0,-16.0
北京,29.0,-16.0
北京,36.0,-15.0
北京,30.0,-14.0
北京,27.0,-13.0
北京,39.0,-12.0
北京,41.0,-11.0
北京,33.0,-11.0
北京,50.0,-11.0
北京,56.0,-11.0
北京,59.0,-11.0
北京,60.0,-11.0
北京,84.0,-13.0
北京,106.0,-12.0
北京,66.0,-18.0
北京,50.0,-13.0
北京,56.0,-16.0
北京,77.0,-17.0
北京,50.0,-14.0
北京,44.0,-14.0
北京,27.0,-14.0
北京,28.0,-14.0
北京,21.0,-14.0
北京,25.0,-14.0
北京,20.0,-15.0
北京,29.0,-14.0
北京,34.0,-13.0
北京,42.0,-12.0
北京,28.0,-11.0
北京,36.0,-10.0
北京,48.0,-10.0
北京,49.0,-9.0
北京,52.0,-8.0
北京,56.0,-8.0
北京,96.0,-9.0
北京,75.0,-9.0
北京,105.0,-14.0
北京,132.0,-12.0
北京,93.0,-14.0
北京,131.0,-16.0
北京,127.0,-16.0
北京,130.0,-16.0
北京,43.0,-16.0
北京,37.0,-18.0
北京,30.0,-15.0
北京,28.0,-16.0
北京,24.0,-15.0
北京,23.0,-15.0
北京,24.0,-13.0
北京,27.0,-14.0
北京,40.0,-12.0
北京,42.0,-11.0
北京,42.0,-10.0
北京,55.0,-9.0
北京,52.0,-8.0
北京,51.0,-7.0
北京,57.0,-7.0
北京,50.0,-8.0
北京,54.0,-9.0
北京,67.0,-11.0
北京,106.0,-11.0
北京,159.0,-15.0
北京,198.0,-14.0
北京,190.0,-14.0
北京,210.0,-16.0
北京,195.0,-17.0
北京,275.0,-16.0
北京,164.0,-16.0
北京,110.0,-15.0
北京,100.0,-15.0
北京,81.0,-15.0
北京,71.0,-15.0
北京,66.0,-13.0
北京,92.0,-12.0
北京,135.0,-12.0
北京,155.0,-10.0
北京,198.0,-10.0
北京,250.0,-9.0
北京,200.0,-8.0
北京,231.0,-8.0
北京,250.0,-8.0
北京,212.0,-8.0
北京,219.0,-8.0
北京,227.0,-9.0
北京,226.0,-11.0
北京,225.0,-12.0
北京,168.0,-14.0
北京,169.0,-9.0
北京,165.0,-11.0
北京,159.0,-13.0
北京,167.0,-13.0
北京,196.0,-14.0
北京,169.0,-15.0
北京,155.0,-13.0
北京,119.0,-16.0
北京,106.0,-15.0
北京,93.0,-15.0
北京,84.0,-14.0
北京,73.0,-9.0
北京,66.0,-7.0
北京,40.0,-6.0
北京,49.0,-6.0
北京,50.0,-5.0
北京,49.0,-4.0
北京,41.0,-4.0
北京,37.0,-4.0
北京,45.0,-4.0
北京,44.0,-7.0
北京,54.0,-6.0
北京,50.0,-7.0
北京,47.0,-6.0
北京,66.0,-8.0
北京,75.0,-8.0
北京,82.0,-11.0
北京,66.0,-13.0
北京,83.0,-12.0
北京,62.0,-13.0
北京,40.0,-14.0
北京,23.0,-13.0
北京,25.0,-13.0
北京,27.0,-14.0
北京,35.0,-14.0
北京,50.0,-12.0
北京,70.0,-7.0
北京,75.0,-7.0
北京,58.0,-7.0
北京,70.0,-6.0
北京,68.0,-6.0
北京,71.0,-5.0
北京,88.0,-5.0
北京,84.0,-6.0
北京,83.0,-7.0
北京,66.0,-6.0
北京,27.0,-6.0
北京,24.0,-4.0
北京,22.0,-4.0
北京,23.0,-5.0
北京,27.0,-6.0
北京,23.0,-8.0
北京,17.0,-11.0
北京,17.0,-11.0
北京,16.0,-11.0
北京,16.0,-12.0
北京,20.0,-12.0
北京,20.0,-13.0
北京,18.0,-9.0
北京,25.0,-10.0
北京,26.0,-9.0
北京,27.0,-9.0
北京,28.0,-6.0
北京,15.0,-5.0
北京,24.0,-5.0
北京,13.0,-5.0
北京,13.0,-5.0
北京,13.0,-5.0
北京,17.0,-7.0
北京,20.0,-7.0
北京,27.0,-8.0
北京,20.0,-10.0
北京,15.0,-13.0
北京,21.0,-12.0
北京,21.0,-15.0
北京,37.0,-14.0
北京,26.0,-14.0
北京,15.0,-18.0
北京,9.0,-13.0
北京,11.0,-14.0
北京,11.0,-14.0
北京,16.0,-12.0
北京,13.0,-14.0
北京,15.0,-12.0
北京,21.0,-11.0
北京,24.0,-11.0
北京,22.0,-11.0
北京,22.0,-11.0
北京,22.0,-11.0
北京,19.0,-11.0
北京,23.0,-11.0
北京,25.0,-11.0
北京,25.0,-11.0
北京,31.0,-11.0
北京,25.0,-12.0
北京,22.0,-12.0
北京,22.0,-12.0
北京,15.0,-12.0
北京,16.0,-12.0
北京,11.0,-12.0
北京,11.0,-12.0
北京,12.0,-13.0
北京,11.0,-12.0
北京,12.0,-12.0
北京,27.0,-12.0
北京,28.0,-12.0
北京,34.0,-12.0
北京,33.0,-11.0
北京,36.0,-10.0
北京,26.0,-9.0
北京,49.0,-8.0
北京,52.0,-6.0
北京,47.0,-5.0
北京,47.0,-5.0
北京,39.0,-5.0
北京,59.0,-7.0
北京,76.0,-8.0
北京,96.0,-9.0
北京,95.0,-10.0
北京,68.0,-13.0
北京,65.0,-12.0
北京,75.0,-13.0
北京,257.0,-14.0
北京,174.0,-15.0
北京,164.0,-15.0
北京,161.0,-16.0
北京,137.0,-16.0
北京,92.0,-17.0
北京,64.0,-14.0
北京,87.0,-17.0
北京,87.0,-15.0
北京,84.0,-14.0
北京,95.0,-10.0
北京,79.0,-9.0
北京,75.0,-6.0
北京,79.0,-5.0
北京,86.0,-5.0
北京,72.0,-4.0
北京,89.0,-4.0
北京,94.0,-5.0
北京,69.0,-3.0
北京,49.0,-3.0
北京,33.0,-4.0
北京,27.0,-5.0
北京,20.0,-6.0
北京,36.0,-6.0
北京,37.0,-7.0
北京,30.0,-8.0
北京,18.0,-10.0
北京,21.0,-10.0
北京,13.0,-9.0
北京,23.0,-9.0
北京,26.0,-9.0
北京,27.0,-9.0
北京,30.0,-8.0
北京,28.0,-8.0
北京,26.0,-7.0
北京,26.0,-6.0
北京,31.0,-5.0
北京,35.0,-4.0
北京,36.0,-3.0
北京,37.0,-3.0
北京,64.0,-2.0
北京,83.0,-5.0
北京,91.0,-6.0
北京,90.0,-6.0
北京,102.0,-6.0
北京,94.0,-8.0
北京,87.0,-10.0
北京,141.0,-11.0
北京,211.0,-11.0
北京,242.0,-13.0
北京,271.0,-12.0
北京,249.0,-13.0
北京,200.0,-12.0
北京,147.0,-10.0
北京,114.0,-10.0
北京,102.0,-11.0
北京,108.0,-11.0
北京,135.0,-9.0
北京,120.0,-9.0
北京,148.0,-6.0
北京,127.0,-5.0
北京,128.0,-4.0
北京,140.0,-3.0
北京,148.0,-3.0
北京,150.0,-3.0
北京,154.0,-4.0
北京,197.0,-7.0
北京,235.0,-7.0
北京,261.0,-8.0
北京,269.0,-9.0
北京,266.0,-11.0
北京,263.0,-11.0
北京,241.0,-12.0
北京,205.0,-11.0
北京,160.0,-11.0
北京,150.0,-12.0
北京,148.0,-12.0
北京,208.0,-10.0
北京,209.0,-11.0
北京,183.0,-10.0
北京,161.0,-10.0
北京,182.0,-8.0
北京,230.0,-6.0
北京,170.0,-5.0
北京,172.0,-4.0
北京,154.0,-3.0
北京,166.0,-1.0
北京,177.0,-1.0
北京,191.0,-1.0
北京,212.0,-3.0
北京,250.0,-5.0
北京,268.0,-6.0
北京,317.0,-7.0
北京,291.0,-7.0
北京,313.0,-9.0
北京,282.0,-9.0
北京,282.0,-10.0
北京,303.0,-11.0
北京,349.0,-9.0
北京,407.0,-10.0
北京,361.0,-11.0
北京,234.0,-11.0
北京,149.0,-11.0
北京,147.0,-11.0
北京,184.0,-11.0
北京,161.0,-6.0
北京,137.0,-5.0
北京,146.0,-3.0
北京,144.0,-1.0
北京,154.0,0.0
北京,173.0,1.0
北京,188.0,1.0
北京,203.0,1.0
北京,233.0,-1.0
北京,408.0,-2.0
北京,435.0,-3.0
北京,403.0,-2.0
北京,360.0,-1.0
北京,402.0,-1.0
北京,358.0,-1.0
北京,383.0,-1.0
北京,332.0,-1.0
北京,274.0,-1.0
北京,256.0,-1.0
北京,302.0,-1.0
北京,330.0,-1.0
北京,367.0,-1.0
北京,297.0,-1.0
北京,331.0,0.0
北京,323.0,0.0
北京,339.0,0.0
北京,301.0,1.0
北京,310.0,1.0
北京,305.0,1.0
北京,313.0,1.0
北京,336.0,2.0
北京,357.0,2.0
北京,485.0,2.0
北京,426.0,1.0
北京,403.0,2.0
北京,374.0,1.0
北京,333.0,0.0
北京,343.0,0.0
北京,364.0,1.0
北京,389.0,0.0
北京,368.0,-1.0
北京,267.0,-2.0
北京,71.0,-1.0
北京,81.0,1.0
北京,51.0,0.0
北京,49.0,2.0
北京,44.0,1.0
北京,45.0,0.0
北京,35.0,0.0
北京,29.0,1.0
北京,27.0,0.0
北京,29.0,0.0
北京,16.0,-1.0
北京,23.0,-1.0
北京,28.0,-1.0
北京,22.0,-1.0
北京,11.0,-2.0
北京,25.0,-3.0
北京,16.0,-4.0
北京,20.0,-3.0
北京,20.0,-4.0
北京,18.0,-4.0
北京,18.0,-5.0
北京,17.0,-6.0
北京,17.0,-6.0
北京,17.0,-7.0
北京,15.0,-8.0
北京,19.0,-8.0
北京,16.0,-9.0
北京,18.0,-9.0
北京,18.0,-9.0
北京,18.0,-8.0
北京,26.0,-8.0
北京,26.0,-7.0
北京,25.0,-7.0
北京,24.0,-5.0
北京,15.0,-5.0
北京,17.0,-4.0
北京,15.0,-3.0
北京,21.0,-2.0
北京,40.0,-2.0
北京,51.0,-2.0
北京,45.0,-3.0
北京,61.0,-3.0
北京,72.0,-8.0
北京,38.0,-9.0
北京,35.0,-9.0
北京,29.0,-6.0
北京,26.0,-4.0
北京,18.0,-5.0
北京,15.0,-6.0
北京,15.0,-7.0
北京,22.0,-7.0
北京,21.0,-7.0
北京,19.0,-7.0
北京,22.0,-7.0
北京,25.0,-5.0
北京,22.0,-4.0
北京,26.0,-4.0
北京,32.0,-3.0
北京,30.0,-3.0
北京,32.0,-2.0
北京,30.0,-2.0
北京,32.0,-2.0
北京,37.0,-2.0
北京,49.0,-3.0
北京,47.0,-5.0
北京,39.0,-4.0
北京,35.0,-4.0
北京,48.0,-4.0
北京,49.0,-7.0
北京,24.0,-4.0
北京,23.0,-8.0
北京,20.0,-5.0
北京,19.0,-6.0
北京,16.0,-5.0
北京,22.0,-6.0
北京,24.0,-7.0
北京,24.0,-7.0
北京,41.0,-6.0
北京,23.0,-2.0
北京,19.0,-1.0
北京,15.0,0.0
北京,19.0,1.0
北京,17.0,2.0
北京,17.0,2.0
北京,22.0,3.0
北京,88.0,-3.0
北京,85.0,-1.0
北京,90.0,0.0
北京,127.0,1.0
北京,144.0,2.0
北京,203.0,1.0
北京,199.0,-1.0
北京,231.0,-3.0
北京,274.0,-3.0
北京,340.0,-5.0
北京,298.0,-6.0
北京,268.0,-5.0
